year,field,total_checked,had_data,pct_available
1982,boxscore,2128,2128,100.0
1982,draft,1,1,100.0
1982,linescore,2128,2128,100.0
1982,playbyplay,2128,2128,100.0
1982,roster,30,26,86.7
1982,standings_splits,1,1,100.0
1982,transactions,1,0,0.0
1982,winprobability,2128,2128,100.0
