year,field,total_checked,had_data,pct_available
1983,boxscore,2126,2126,100.0
1983,draft,1,1,100.0
1983,linescore,2126,2126,100.0
1983,playbyplay,2126,2126,100.0
1983,roster,30,26,86.7
1983,standings_splits,1,1,100.0
1983,transactions,1,0,0.0
1983,winprobability,2126,2126,100.0
