year,field,total_checked,had_data,pct_available
1984,boxscore,2120,2120,100.0
1984,draft,1,1,100.0
1984,linescore,2120,2120,100.0
1984,playbyplay,2120,2120,100.0
1984,roster,30,26,86.7
1984,standings_splits,1,1,100.0
1984,transactions,1,1,100.0
1984,winprobability,2120,2120,100.0
